sort_name,source
AFL-CIO. King County Labor Council of Washington. Provisional Trades Section,Local Sources
"Sons of Norway (U.S.). Solvang Lodge No. 40 (Kirkland, Wash.)",Local Sources
University of Washington. School of Nursing. Graduate Programs Office,Local Sources
University of Washington. Department of Medicine. Division of Allergy and Infectious Diseases,Local Sources
"First Baptist Church (Seattle, Wash.)",NACO Authority File [SYNC]
Phrateres. Beta Chapter,Local Sources
University of Washington. Department of Sociology,NACO Authority File [SYNC]
Citizens for Fair School Funding,Unspecified Ingested Source
University of Washington. Department of Philosophy,NACO Authority File [SYNC]
South Asian Oral History Project,Unspecified Ingested Source
Wallingford Community Council,Unspecified Ingested Source
Palmer Coking Coal Company,Unspecified Ingested Source
"Sigma Xi, the Scientific Research Society. University of Washington Chapter",NACO Authority File
Antiarrhythmics vs. Implantable Defibrillators Clinical Trial Center (University of Washington),Local Sources
Husky Marching Band,NACO Authority File [SYNC]
"Harborview Medical Center (Seattle, Wash.). Board of Trustees",Local Sources [SYNC]
"Ye Olde Curiosity Shop (Seattle, Wash.)",Unspecified Ingested Source
Kreielsheimer Foundation,NACO Authority File
University of Washington Bothell. Office of Academic Affairs,Local Sources
"Positions (Durham, N.C.)",NACO Authority File
United States. Works Progress Administration (Wash.),NACO Authority File
University of Washington. School of Social Work. Social Development Research Group,Unspecified Ingested Source
University of Washington. Northwest Center for Public Health Practice,Unspecified Ingested Source
University of Washington. Department of Bioengineering,Unspecified Ingested Source
University of Washington. Work/Life,Local Sources
Seattle Grade Teachers' Club,Unspecified Ingested Source
University of Washington. Department of Genome Sciences,NACO Authority File
University of Washington. Vice President for Medical Affairs. Development Office,Local Sources
University of Washington. Libraries. Manuscripts and University Archives Division,NACO Authority File
University of Washington. Engineering Experiment Station,NACO Authority File
University of Washington. Vice President for Planning and Budgeting,Unspecified Ingested Source
University of Washington. Academic Human Resources,Local Sources
University of Washington. Department of Nuclear Engineering,NACO Authority File [SYNC]
Coalition for Jewish Concerns-Amcha,Local Sources
OnTrack,Local Sources
Mazeltones (Musical group),Unspecified Ingested Source
Junior Hadassah (Organization : U.S.),Unspecified Ingested Source
Seattle Jewish Youth Council,Local Sources
Washington State Psychological Association,NACO Authority File [SYNC]
"Sessions Funeral Home (Kirkland, Wash.)",Unspecified Ingested Source
University of Washington. Medicine Marketing,Local Sources
Finlandia Foundation National. Seattle Chapter,Unspecified Ingested Source
UW Medicine. Information Technology Services,Local Sources
Ravenna Creek Alliance,Unspecified Ingested Source
University of Washington. Services and Activities Fee Committee,Unspecified Ingested Source
University of Washington. Clinical Nursing Scholars Program,Unspecified Ingested Source
University of Washington. Child Development Research Group,Local Sources
University of Washington. Washington Foreign Language Program,Local Sources
Contemporary QuiltArt Association,NACO Authority File
University of Washington. Department of Women Studies,Unspecified Ingested Source
Association for Women in Communications. Seattle Professional Chapter,Local Sources
Association for Women in Communications,NACO Authority File
National League of American Pen Women. Seattle Branch,NACO Authority File
"University of Washington, Tacoma. Office of Academic Affairs",Unspecified Ingested Source
Seattle Gay Clinic,Local Sources
Pacific Northwest Booksellers Association,Unspecified Ingested Source
University of Washington. Human Subjects Review Committee,Local Sources
University of Washington School of Public Health Dean's Office,Unspecified Ingested Source
Feminists Northwest,NACO Authority File
Bailey-Boushay House,Local Sources
"International Brotherhood of Electrical Workers. Local 77 (Seattle, Wash.)",Local Sources [SYNC]
Seattle Worker Center,Unspecified Ingested Source
Seattle Civil Rights and Labor History Project,Local Sources
Association for the Advancement of Baltic Studies,NACO Authority File [SYNC]
Deus X Machina,Local Sources
"Service Employees International Union. Local 120 (Everett, Wash)",Unspecified Ingested Source
Marine Environmental Consortium,Local Sources
Harper Consolidated Mines,Local Sources
University of Washington. Libraries. Gifts Program,Local Sources
"House of Rice (Restaurant : Seattle, Wash.)",Local Sources
Vietnam Veterans Against the War. Washington-Alaska Regional Office,Local Sources
University of Washington Equal Opportunity Office,Unspecified Ingested Source
Seattle Midwifery School,Local Sources
Groundswell Off Broadway,Local Sources
Aradia Clinic,Local Sources
North Cascades Foundation,Local Sources
Univar Corporation,NACO Authority File
Seattle Peace Park Associates,Local Sources
Arboretum-Lakeside Trail Friends,Local Sources
Mature Friends,Local Sources
Contractors Hardware Co,Local Sources
Danish American Heritage Society,NACO Authority File
Dragon Gate Inc,Unspecified Ingested Source
Portland Central America Solidarity Committee,Local Sources
"University Congregational Church (Seattle, Wash.)",Unspecified Ingested Source
Crystal Mountain Skiers,Local Sources
Republican Party. Young Republicans of King County,Unspecified Ingested Source
University of Washington. Campus Engineering. Records,Unspecified Ingested Source
Graphic Communications International Union. Local 767M,Local Sources [SYNC]
"Pride Foundation (Seattle, Wash.)",Unspecified Ingested Source
University of Washington. Office of the President,Unspecified Ingested Source
"Cascade Neighborhood Council (Seattle, Wash.)",Local Sources
Mountain Rescue Association,NACO Authority File [SYNC]
"Northwest Craft Center (Seattle, Wash.)",Local Sources
University of Washington. Associated Students Office,Unspecified Ingested Source
"Wiley, Barbara (Barbara Beth) 1967-",Local Sources
United Faculty of Central,Local Sources
Musicians' Association of Seattle,NACO Authority File [SYNC]
Brand Responsibility Project,Local Sources [SYNC]
Black Heritage Society of Washington State,Unspecified Ingested Source
University of Washington Bothell. Vice Chancellor for Administration and Planning,Local Sources
University of Washington. Vice President for Student Affairs,Unspecified Ingested Source
University of Washington. Vice President for Student Life,Unspecified Ingested Source
Seattle Electric Company,NACO Authority File
University of Washington. Rules Coordination Office,Unspecified Ingested Source
West Seattle Art Club,Unspecified Ingested Source
Ontarions,Local Sources
"United Food and Commercial Workers International Union. Local 81 (Seattle, Wash.)",Local Sources [SYNC]
A. Rose & Son,Local Sources
University of Washington. Department of Intercollegiate Athletics. Athletic Director's Office,Unspecified Ingested Source
"American Federation of Teachers. Local 336 (Bremerton, Wash)",NACO Authority File [SYNC]
University of Washington Capital Projects Office,Unspecified Ingested Source
Washington State Labor Council records,Unspecified Ingested Source
University of Washington. Center for Innovation and Entrepreneurship,Local Sources
"Delta Chi Fraternity, University of Washington Chapter",Unspecified Ingested Source
Harry Bridges Center for Labor Studies (University of Washington),NACO Authority File [SYNC]
Twin City Central Labor Union,Local Sources
"Havurat Ee Shalom (Vashon Island, Wash.)",Unspecified Ingested Source
Northwest Council of Camera Clubs,Local Sources
University of Washington. Libraries. Office of Advancement,Unspecified Ingested Source
University of Washington. Department of Pharmacy,Unspecified Ingested Source
University of Washington. Center on Human Development and Disability. Experimental Education Unit,Unspecified Ingested Source
University of Washington. Office of Ceremonies,Local Sources
Enterprise Program (U.S.),NACO Authority File [SYNC]
Seattle Hardware Company,NACO Authority File
Tacoma Civic Ballet,NACO Authority File [SYNC]
University of Washington. Center for Urban Horticulture,NACO Authority File
Lake Washington Belt Line Company,Local Sources [SYNC]
Washington State Nautical School,NACO Authority File [SYNC]
Law Wives Association (University of Washington),Local Sources
University of Washington. Department of Computer Science and Engineering,NACO Authority File
University of Washington. Water Center,NACO Authority File [SYNC]
University of Washington. Office of the University Registrar. Curriculum Office,Local Sources [SYNC]
Albertype Co.,NACO Authority File [SYNC]
American Institute of Architects,NACO Authority File
Rajneesh Foundation International,NACO Authority File
Christian Church of Waverly (Wash.),Local Sources
Russian Orthodox Greek Church of Christ's Resurrection,Local Sources [SYNC]
Crabshell Alliance,Local Sources [SYNC]
Tulalip Tribes,NACO Authority File
Evergreen State Society,Local Sources [SYNC]
Breitung & Buchinger,Local Sources
Prunarians (Firm),Local Sources [SYNC]
"Allyear Manufacturing Co. (Seattle, Wash.)",Local Sources [SYNC]
Northwest Nuclear Xchange,Local Sources
"Temple De Hirsch Sinai (Seattle, Wash.)",NACO Authority File [SYNC]
"West shore (Portland, Or.)",Local Sources
Olympic Art Association,Local Sources [SYNC]
Tallmadge Hamilton House University Senior Activity Center,NACO Authority File [SYNC]
University of Washington. Department of Family Medicine. Research Section,Local Sources
Koleda Balkan Dance Ensemble,Local Sources
Snohomish River Basin Citizens Committee,Local Sources
University of Washington. Professional Staff Organization,Local Sources [SYNC]
Sandy Nelson Defense Committee,Local Sources [SYNC]
International Pacific Salmon Investigation Federation,Local Sources
Manolides Gallery,Local Sources
Seattle Arts Writing,Local Sources
Wise Use Movement,Local Sources [SYNC]
"University of Washington. Global Trade, Transportation, and Logistics Studies Program",Local Sources [SYNC]
Association for Asian American Studies,NACO Authority File
United States. Bureau of Reclamation. Pacific Northwest Region,NACO Authority File
United States. Army. Corps of Engineers. Walla Walla District,NACO Authority File
Puget Sounds Clean Air Agency,NACO Authority File
